,Name,Location,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,age,CNG,Diesel,Electric,LPG,Petrol,Automatic,Manual
5016,Land Rover Freelander 2 TD4 HSE,Delhi,72000,0.0,2179.0,115.0,5.0,,15.5,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5017,Toyota Fortuner 3.0 Diesel,Hyderabad,63455,11.5,2982.0,171.0,7.0,,19.0,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5018,Honda Jazz VX Diesel,Hyderabad,17151,27.3,1498.0,98.6,5.0,11.05 Lakh,8.4,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5019,Maruti Vitara Brezza LDi Option,Pune,31001,24.3,1248.0,88.5,5.0,,7.25,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5020,Maruti Swift Dzire VDI,Kolkata,42109,23.4,1248.0,74.0,5.0,,4.25,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5021,Skoda Rapid 1.5 TDI AT Elegance,Delhi,55000,21.66,1498.0,103.52,5.0,,5.7,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5022,Land Rover Freelander 2 TD4 SE,Hyderabad,46000,0.0,2179.0,115.0,5.0,,26.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5023,Maruti Alto 800 LXI,Hyderabad,30852,22.74,796.0,47.3,5.0,,2.49,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5024,Volkswagen Polo Petrol Highline 1.2L,Pune,65000,16.47,1198.0,73.9,5.0,,3.0,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5025,Honda City i DTEC SV,Delhi,65000,26.0,1498.0,98.6,5.0,,5.95,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5026,Maruti Swift Dzire LDI,Delhi,72000,23.4,1248.0,74.0,5.0,,2.69,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5027,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,29000,17.11,1968.0,174.33,5.0,,26.0,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5028,Honda City i VTEC VX,Kolkata,32000,17.8,1497.0,117.3,5.0,,5.5,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5029,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,29875,18.16,1196.0,86.8,5.0,,4.85,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5030,Maruti Vitara Brezza LDi,Kochi,32539,24.3,1248.0,88.5,5.0,8.63 Lakh,8.39,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5031,Renault Duster 110PS Diesel RxL,Hyderabad,83090,19.01,1461.0,108.45,5.0,,7.99,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5032,Hyundai i20 Active 1.4 SX,Hyderabad,62679,21.19,1396.0,88.73,5.0,,6.95,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5033,Mahindra Logan Petrol 1.4 GLE,Mumbai,93000,15.7,1390.0,75.0,5.0,,1.5,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5034,Honda City ZX GXi,Mumbai,44000,17.7,1497.0,78.0,5.0,,1.55,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5035,Ford Figo Petrol EXI,Bangalore,78400,15.6,1196.0,70.0,5.0,,2.75,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5036,Renault Duster Petrol RxL,Mumbai,71300,13.06,1598.0,102.53,5.0,,4.25,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5037,Hyundai i10 Sportz 1.2,Kolkata,18000,20.36,1197.0,78.9,5.0,,2.85,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5038,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,24013,12.81,1999.0,148.31,7.0,69.22 Lakh,56.14,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5039,Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,99100,9.74,1984.0,208.0,5.0,,10.0,15,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5040,Maruti Versa DX2 BS II,Mumbai,62000,11.3,1298.0,83.1,8.0,,1.25,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5041,Maruti Swift Dzire ZDI,Kolkata,14000,26.59,1248.0,74.0,5.0,,7.5,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5042,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,44811,17.11,1968.0,174.33,5.0,,25.81,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5043,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,44000,16.47,1198.0,74.0,5.0,,4.3,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5044,Toyota Fortuner 3.0 Diesel,Chennai,136000,11.5,2982.0,171.0,7.0,,11.0,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5045,Toyota Fortuner 3.0 Diesel,Jaipur,144113,11.5,2982.0,171.0,7.0,,11.75,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5046,Honda Accord 2.4 MT,Coimbatore,94989,12.8,2354.0,177.6,5.0,,6.58,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5047,Maruti Swift ZDi,Chennai,58133,22.9,1248.0,74.0,5.0,,4.8,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5048,Skoda Fabia 1.2 MPI Classic,Pune,61000,17.5,1198.0,70.0,5.0,,1.65,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5049,Jeep Compass 2.0 Sport,Kolkata,27000,17.1,1956.0,170.0,5.0,18.45 Lakh,15.0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5050,Tata Nano Twist XT,Ahmedabad,18050,25.4,624.0,37.5,4.0,,1.0,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5051,Ford Fiesta 1.6 ZXi ABS,Hyderabad,145277,15.3,1596.0,101.0,5.0,,1.65,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5052,Maruti Celerio ZDi,Ahmedabad,42000,27.62,793.0,47.0,5.0,,3.6,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5053,Toyota Fortuner 3.0 Diesel,Delhi,86000,11.5,2982.0,171.0,7.0,,11.5,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5054,Maruti Celerio ZDi,Ahmedabad,42150,27.62,793.0,47.0,5.0,,3.6,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5055,Hyundai EON Era Plus,Pune,30158,21.1,814.0,55.2,5.0,,3.05,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5056,Ford Fiesta Diesel Trend,Bangalore,47000,23.5,1498.0,90.0,5.0,,6.0,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5057,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,39000,16.47,1198.0,74.0,5.0,,3.75,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5058,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,32125,16.2,1199.0,74.0,5.0,,6.17,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5059,Maruti Vitara Brezza ZDi,Coimbatore,58829,24.3,1248.0,88.5,5.0,9.89 Lakh,9.05,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5060,Honda Brio S MT,Coimbatore,67559,19.4,1198.0,86.8,5.0,,4.05,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5061,Maruti Swift Dzire VXi,Pune,55000,17.5,1298.0,85.8,5.0,,4.25,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5062,Maruti Celerio LXI MT,Kolkata,30000,23.1,998.0,67.04,5.0,4.87 Lakh,3.75,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5063,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,28000,13.0,1591.0,121.3,5.0,,11.85,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5064,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,31826,22.7,1498.0,89.84,5.0,,8.24,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5065,Maruti Swift VDI BSIV W ABS,Hyderabad,64000,17.8,1248.0,,5.0,,5.99,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5066,Honda CR-V RVi MT,Jaipur,100009,13.1,1997.0,141.1,5.0,,6.5,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5067,Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,17201,12.51,2179.0,187.7,7.0,,58.91,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5068,Mahindra XUV500 W8 2WD,Delhi,74345,15.1,2179.0,140.0,7.0,,8.0,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5069,Volkswagen Polo 1.2 MPI Highline,Kochi,58134,16.47,1198.0,74.0,5.0,,4.64,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5070,Hyundai i10 Magna AT,Kochi,30566,19.2,1197.0,80.0,5.0,,3.32,14,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5071,Hyundai i10 Magna 1.2,Chennai,55231,20.36,1197.0,78.9,5.0,,2.78,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5072,Chevrolet Cruze LTZ AT,Kochi,67774,14.81,1998.0,163.7,5.0,,8.95,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5073,Mercedes-Benz E-Class E 200 CGI,Mumbai,50319,12.0,1991.0,181.03,5.0,,21.95,11,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5074,Hyundai Sonata 2.4 GDI,Ahmedabad,45000,11.7,2359.0,134.0,5.0,,7.9,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5075,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,43627,11.74,1796.0,186.0,5.0,,29.0,17,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5076,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,45000,22.07,1199.0,73.9,5.0,,3.25,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5077,Honda City i VTEC SV,Mumbai,10500,17.4,1497.0,117.3,5.0,,5.9,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5078,Maruti Vitara Brezza ZDi,Coimbatore,21789,24.3,1248.0,88.5,5.0,11 Lakh,9.88,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5079,Hyundai Elite i20 Asta Option,Coimbatore,21134,18.6,1197.0,81.86,5.0,9.78 Lakh,8.78,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5080,Tata New Safari Dicor EX 4X2,Kolkata,90000,13.93,2179.0,138.1,7.0,,2.75,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5081,Nissan Sunny 2011-2014 Diesel XL,Kochi,51553,21.64,1461.0,84.8,5.0,,5.98,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5082,BMW 3 Series 330 Ci Convertible,Delhi,31000,10.9,2497.0,215.0,5.0,,31.0,13,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5083,Toyota Corolla 1.8 J,Delhi,67422,14.53,1798.0,138.0,5.0,,3.55,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5084,Hyundai Verna 1.6 SX,Kochi,60519,22.32,1582.0,126.32,5.0,,6.24,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5085,Maruti Swift Dzire VDi,Kolkata,34000,19.3,1248.0,73.9,5.0,,2.19,15,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5086,Maruti Dzire VDI,Hyderabad,68434,28.4,1248.0,73.75,5.0,9.14 Lakh,5.5,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5087,Maruti Alto K10 VXI,Pune,17000,24.07,998.0,67.1,5.0,4.48 Lakh,2.1,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5088,Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,43686,10.5,5000.0,503.0,4.0,,50.66,13,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5089,Mercedes-Benz New C-Class 220 CDI AT,Kolkata,22000,14.84,2143.0,170.0,5.0,,14.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5090,Hyundai Verna CRDi 1.6 SX Option,Mumbai,79225,22.0,1582.0,126.2,5.0,15.57 Lakh,5.5,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5091,Chevrolet Aveo 1.6 LT,Pune,63000,14.2,1598.0,102.0,5.0,,1.2,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5092,Maruti Swift VXI BSIV,Hyderabad,61922,20.4,1197.0,81.8,5.0,,5.3,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5093,Hyundai Verna 1.6 CRDi S,Chennai,85000,23.9,1582.0,126.2,5.0,,6.3,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5094,Mercedes-Benz GLC 220d Celebration Edition,Kochi,26192,17.9,2143.0,168.0,5.0,,40.47,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5095,Toyota Fortuner 4x2 Manual,Delhi,65000,13.0,2982.0,168.5,7.0,,16.1,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5096,Audi Q5 2008-2012 2.0 TDI,Delhi,44999,12.8,1968.0,167.6,5.0,,25.0,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5097,BMW 3 Series 320d Dynamic,Mumbai,81308,13.2,1995.0,170.0,5.0,,7.95,16,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5098,Maruti Alto 800 2016-2019 LXI,Delhi,35000,24.7,796.0,47.3,5.0,,2.65,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5099,Maruti Alto K10 2010-2014 VXI,Coimbatore,65349,20.92,998.0,67.1,5.0,,2.81,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5100,Audi A4 1.8 TFSI Technology Edition,Hyderabad,80000,15.64,1798.0,167.62,5.0,,17.5,12,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5101,Maruti Swift VXi BSIV,Mumbai,61000,16.1,1197.0,85.0,5.0,,3.3,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5102,Maruti Wagon R VXI,Kochi,31817,22.5,998.0,67.04,5.0,5.12 Lakh,5.34,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5103,Skoda Rapid 1.5 TDI Ambition,Hyderabad,41000,21.14,1498.0,103.52,5.0,,8.5,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5104,Honda Jazz S,Kochi,82606,16.0,1198.0,90.0,5.0,,2.69,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5105,Mahindra XUV500 W10 2WD,Ahmedabad,52000,16.0,2179.0,140.0,7.0,,11.5,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5106,Maruti Ritz VXi,Coimbatore,50318,18.5,1197.0,85.8,5.0,,4.06,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5107,Mercedes-Benz GLE 250d,Hyderabad,50000,17.9,2143.0,201.15,5.0,79.43 Lakh,49.0,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5108,Skoda Rapid 1.6 TDI Ambition,Bangalore,72000,20.5,1598.0,103.5,5.0,,4.6,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5109,Hyundai Grand i10 CRDi Magna,Delhi,63776,24.0,1120.0,70.0,5.0,,3.96,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5110,Hyundai Elite i20 Petrol Asta,Mumbai,28133,18.6,1197.0,81.86,5.0,,5.6,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5111,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,45000,22.95,1248.0,74.0,5.0,7.94 Lakh,3.75,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5112,Hyundai i20 Magna 1.4 CRDi,Jaipur,55697,22.54,1396.0,88.73,5.0,,5.5,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5113,Skoda Rapid 1.6 TDI Elegance,Delhi,62000,20.5,1598.0,103.5,5.0,,3.0,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5114,Fiat Linea Emotion,Mumbai,48000,16.0,1368.0,90.0,5.0,,3.0,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5115,Maruti Swift VXI BSIII W/ ABS,Pune,90246,16.1,1298.0,88.2,5.0,,2.95,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5116,Tata Indica V2 2001-2011 eLS,Hyderabad,80500,25.0,1396.0,69.0,5.0,,2.45,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5117,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,119000,14.84,2143.0,170.0,5.0,,13.99,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5118,Mercedes-Benz GLE 350d,Bangalore,28541,11.57,2987.0,254.79,5.0,95.13 Lakh,60.75,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5119,Hyundai Santro Xing XP,Kolkata,45500,0.0,1086.0,,5.0,,1.17,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5120,Honda City V MT AVN,Chennai,41000,16.8,1497.0,116.3,5.0,,4.5,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5121,Hyundai i20 Magna,Mumbai,58000,18.5,1197.0,80.0,5.0,,2.5,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5122,Toyota Fortuner 4x2 Manual,Chennai,99000,13.0,2982.0,168.5,7.0,,20.5,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5123,Hyundai Grand i10 Magna,Delhi,31200,18.9,1197.0,82.0,5.0,,3.9,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5124,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,85000,15.0,1896.0,105.0,5.0,,3.5,15,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5125,Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,60924,15.63,1499.0,110.4,5.0,,8.3,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5126,Hyundai EON Magna Plus,Chennai,45000,21.1,814.0,55.2,5.0,,2.5,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5127,Nissan Micra XV CVT,Kolkata,44000,19.15,1198.0,75.94,5.0,8.73 Lakh,2.65,13,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5128,Honda Jazz 1.2 V CVT i VTEC,Kochi,30534,19.0,1199.0,88.7,5.0,,7.42,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5129,Volkswagen Polo 1.2 MPI Trendline,Kochi,46399,16.47,1198.0,74.0,5.0,,4.63,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5130,Maruti Alto LXi,Kolkata,42000,19.7,796.0,46.3,5.0,,1.09,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5131,Hyundai Verna 1.6 SX,Delhi,67000,22.32,1582.0,126.32,5.0,,3.8,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5132,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,58000,10.0,2148.0,170.0,5.0,,15.75,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5133,Tata Zest Revotron 1.2 XT,Coimbatore,27000,17.57,1193.0,88.7,5.0,8.69 Lakh,5.27,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5134,Honda Brio S Option MT,Mumbai,39566,18.4,1198.0,86.8,5.0,,2.75,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5135,Honda Jazz VX Diesel,Chennai,14980,27.3,1498.0,98.6,5.0,10.81 Lakh,7.4,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5136,Maruti Alto K10 VXI AGS,Jaipur,18491,24.07,998.0,67.1,5.0,,3.9,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5137,Maruti Zen VXi - BS III,Jaipur,90000,17.3,993.0,60.0,5.0,,0.7,24,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5138,Hyundai i20 Sportz 1.4 CRDi,Pune,118211,22.54,1396.0,88.73,5.0,,5.9,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5139,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,63316,22.7,1598.0,118.0,5.0,,9.58,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5140,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,42000,14.21,2143.0,203.0,5.0,,24.95,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5141,Chevrolet Enjoy Petrol LS 7 Seater,Kochi,25648,13.7,1399.0,98.82,7.0,,4.29,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5142,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,67612,14.21,2143.0,203.0,5.0,,11.5,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5143,Mahindra XUV500 W4,Mumbai,33000,16.0,2179.0,140.0,7.0,,9.65,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5144,Hyundai i10 Sportz,Mumbai,20000,20.36,1197.0,78.9,5.0,,3.75,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5145,Hyundai Getz 1.3 GLS,Pune,143000,14.2,1341.0,82.9,5.0,,1.1,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5146,Audi Q7 3.0 TDI quattro,Coimbatore,118218,12.07,2967.0,241.4,7.0,,31.41,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5147,Mahindra Scorpio SLE BSIV,Pune,99000,12.05,2179.0,120.0,8.0,,6.0,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5148,Honda Jazz 1.2 SV i VTEC,Pune,22700,18.7,1199.0,88.7,5.0,,5.55,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5149,Tata Safari Storme 2012-2015 EX,Jaipur,28000,14.0,2179.0,138.1,7.0,,10.91,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5150,Mahindra XUV500 W6 2WD,Kolkata,62000,15.1,2179.0,140.0,7.0,,7.25,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5151,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,107023,22.07,1199.0,73.9,5.0,,3.9,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5152,Maruti Swift Dzire ZDi,Delhi,71082,19.3,1248.0,73.9,5.0,,3.95,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5153,Audi Q3 2.0 TDI,Mumbai,60000,15.73,1968.0,174.33,5.0,,22.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5154,Maruti Celerio ZXI,Delhi,21701,23.1,998.0,67.04,5.0,,3.38,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5155,Honda City V MT Exclusive,Mumbai,56000,16.8,1497.0,116.3,5.0,,3.45,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5156,Hyundai i20 1.2 Spotz,Delhi,32450,18.6,1197.0,81.83,5.0,,5.75,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5157,Renault KWID RXT,Jaipur,12500,25.17,799.0,53.3,5.0,,2.75,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5158,Mercedes-Benz CLA 200 CDI Sport,Kochi,20483,17.9,2143.0,136.0,5.0,,30.3,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5159,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,45800,22.7,1498.0,89.84,5.0,,7.5,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5160,Hyundai i20 Asta 1.2,Coimbatore,35441,18.6,1197.0,81.83,5.0,,6.87,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5161,Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,86398,12.99,2494.0,100.6,7.0,,15.2,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5162,Nissan Sunny 2011-2014 Diesel XL,Chennai,150000,21.64,1461.0,84.8,5.0,,3.5,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5163,Maruti Swift VDI BSIV,Hyderabad,89000,25.2,1248.0,74.0,5.0,,5.85,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5164,Maruti A-Star Vxi,Hyderabad,68375,19.0,998.0,66.1,5.0,,2.5,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5165,Maruti Swift ZXI,Pune,52000,18.6,1197.0,85.8,5.0,,3.95,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5166,Mercedes-Benz CLA 200 CDI Sport,Jaipur,39000,17.9,2143.0,136.0,5.0,42.4 Lakh,27.0,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5167,Maruti Ertiga ZXI,Bangalore,68000,16.02,1373.0,93.7,7.0,,6.75,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5168,Maruti Wagon R LXI,Jaipur,71000,18.9,998.0,67.1,5.0,,1.5,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5169,Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,72003,22.07,1199.0,73.9,5.0,,3.9,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5170,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,135670,22.7,1498.0,89.84,5.0,,6.55,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5171,Honda City i DTEC VX,Kochi,65850,25.1,1498.0,98.6,5.0,,9.44,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5172,Toyota Corolla Altis 1.8 GL,Coimbatore,53920,14.28,1798.0,138.03,5.0,23.37 Lakh,10.77,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5173,Mahindra XUV500 W8 2WD,Ahmedabad,58000,15.1,2179.0,140.0,7.0,,7.5,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5174,Maruti Alto 800 2016-2019 VXI,Kolkata,4000,24.7,796.0,47.3,5.0,,3.0,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5175,BMW 5 Series 530d M Sport,Chennai,58000,18.59,2993.0,265.0,5.0,79.78 Lakh,11.75,14,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5176,Hyundai EON D Lite Plus,Kochi,29832,21.1,814.0,55.2,5.0,,3.29,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5177,Maruti Swift Dzire VDI,Chennai,71156,26.59,1248.0,74.0,5.0,,6.5,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5178,Maruti Celerio CNG VXI MT,Delhi,64687,25.1141,998.0,58.33,5.0,5.87 Lakh,3.8,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5179,Audi A4 2.0 TDI,Hyderabad,54000,16.55,1968.0,147.51,5.0,,18.0,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5180,Skoda Superb Elegance 1.8 TSI AT,Bangalore,75000,13.7,1798.0,157.75,5.0,,4.95,15,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5181,Tata Zest Revotron 1.2T XM,Kochi,39208,17.57,1193.0,88.7,5.0,7.63 Lakh,4.52,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5182,Force One LX ABS 7 Seating,Kolkata,41000,17.0,2149.0,139.07,7.0,,8.0,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
